class,u,g,r,i,z,redshift
GALAXY,18.87357,17.21168,16.58493,16.21879,16.04085,0.06754618
GALAXY,17.63872,16.57172,16.21044,15.9664,15.81879,0.04691141
QSO,19.19517,18.80937,18.72848,18.72962,18.55446,2.183592
GALAXY,18.84805,17.40747,16.67952,16.27651,16.0186,0.06745292
STAR,17.25154,16.34165,16.04269,15.94818,15.915,-0.000314693
GALAXY,17.46699,15.83618,15.09113,14.70903,14.41906,0.04039909
GALAXY,18.26551,16.91226,16.48943,16.25593,16.25896,0.04878166
GALAXY,18.16765,17.14543,16.84514,16.59998,16.50126,0.05232915
QSO,18.52612,18.29811,18.17506,17.90583,17.87081,1.676814
GALAXY,19.45983,19.09553,19.00929,19.06094,19.1487,0.2395167
GALAXY,18.91253,17.53665,16.81467,16.43992,16.18453,0.08012688
GALAXY,18.78527,17.45561,16.79129,16.45744,16.23732,0.0847341
GALAXY,19.5887,18.3139,17.74969,17.43273,17.20918,0.06698953
GALAXY,17.72369,16.48737,16.02161,15.75816,15.58877,0.04897523
STAR,18.42656,17.55141,17.27364,17.18111,17.1724,-0.000663522
GALAXY,19.0191,17.16872,16.23676,15.80142,15.4578,0.08409948
GALAXY,19.48646,18.20557,17.56058,17.21479,16.92885,0.1077578
STAR,19.54912,18.67591,18.4398,18.36728,18.36438,-0.000365247
GALAXY,19.12189,18.10081,17.61394,17.23308,17.09072,0.1077043
GALAXY,19.55624,18.19258,17.45615,17.03052,16.77278,0.1439188
QSO,18.63116,18.43069,18.31745,18.04518,18.0625,1.626437
QSO,19.31459,19.01104,19.03172,18.8532,18.89265,0.6105471
GALAXY,18.76558,17.51307,16.95086,16.61562,16.4072,0.07239544
QSO,19.32814,19.30031,19.2922,18.94922,18.97642,1.78546
GALAXY,18.87387,17.62013,17.0757,16.73682,16.51681,0.03992635
QSO,19.19813,18.64191,18.37124,18.27779,18.03089,0.756317
GALAXY,17.87932,16.05718,15.2256,14.8198,14.54504,0.04675284
GALAXY,19.32017,18.12669,17.4975,17.08651,16.87969,0.07078946
GALAXY,18.66327,17.222,16.54503,16.16945,15.94752,0.06277081
GALAXY,19.2575,17.647,17.07975,16.69737,16.66098,0.1099662
STAR,18.31249,17.10786,16.69595,16.54779,16.47721,9.23E-05
GALAXY,18.9873,17.80937,17.3892,17.14117,17.10521,0.03246343
STAR,17.78824,16.59032,16.34842,16.25462,16.21768,0.00020258
STAR,19.21005,18.06578,17.67068,17.523,17.47663,0.000572563
GALAXY,18.21765,17.10587,16.66838,16.43363,16.25334,0.0243144
GALAXY,18.9919,17.70668,17.19165,16.85122,16.66971,0.06565711
GALAXY,19.20193,17.55682,16.67958,16.22873,15.91424,0.1375362
GALAXY,19.00397,17.46871,16.64787,16.23167,15.96335,0.08907554
GALAXY,19.55487,17.72117,16.78373,16.37285,16.06997,0.08946521
GALAXY,19.49698,18.16798,17.59831,17.28776,17.27791,0.06452547
GALAXY,18.69799,16.75138,15.83823,15.41251,15.09618,0.06287897
GALAXY,19.35299,17.37898,16.49791,16.06494,15.77903,0.06257594
STAR,17.25446,16.00193,15.55906,15.38593,15.39297,0.000457746
STAR,19.43177,18.43218,18.02333,17.84438,17.82401,0.00040115
GALAXY,18.52817,16.73893,15.85666,15.43559,15.12555,0.05999574
QSO,18.18245,17.95889,18.01748,18.11531,18.28816,2.241939
GALAXY,18.78977,16.98141,16.16851,15.7957,15.49599,0.06078964
QSO,17.09431,16.96288,16.91606,16.69217,16.7208,1.823895
GALAXY,19.24794,17.61724,16.82268,16.38517,16.07899,0.06044928
GALAXY,18.34676,17.20784,16.68878,16.34724,16.181,0.07000943
GALAXY,19.15683,17.80305,17.04962,16.68003,16.43683,0.1084119
GALAXY,19.11142,17.60132,16.74212,16.29927,15.92593,0.1078668
GALAXY,18.88416,17.31424,16.35932,15.87062,15.54023,0.1333561
STAR,16.48919,15.32461,14.78562,14.5512,14.42815,-8.03E-05
STAR,17.54889,15.74486,15.14439,14.97919,14.90206,7.04E-06
STAR,15.19925,14.13025,13.83895,13.74083,13.73634,-9.34E-05
STAR,16.99109,16.04189,15.78333,15.65147,15.64378,5.52E-05
STAR,16.62379,15.06841,14.51326,14.3314,14.2496,-5.45E-05
STAR,17.16353,15.52128,14.91332,14.73029,14.63597,-6.63E-05
STAR,17.69653,15.97289,15.31198,15.06841,14.93539,0.000122892
STAR,17.90038,16.57068,16.05404,15.84693,15.75013,-6.22E-05
STAR,19.25436,17.88806,17.36266,17.15906,17.09396,0.000471911
STAR,19.45129,18.2881,17.79475,17.59236,17.53061,0.000287352
STAR,17.71086,16.61384,16.56522,16.58661,16.65069,1.71E-05
GALAXY,18.68084,17.95865,17.72439,17.46521,17.58348,0.1194063
STAR,18.82832,17.3785,16.83033,16.62831,16.54322,0.000102806
GALAXY,19.49271,17.78176,16.99598,16.64082,16.34531,0.04711785
GALAXY,18.62902,17.72713,17.35122,17.0447,16.99721,0.1049423
QSO,19.16988,19.1259,19.10582,18.89198,18.90187,1.682197
STAR,12.98897,13.71016,13.31439,13.24723,12.7359,0.00013271
STAR,19.46947,18.40675,18.27509,18.29444,18.2731,0.000733716
QSO,18.62765,18.60891,18.69011,18.5303,18.45411,1.770817
STAR,18.30502,17.90634,18.12701,18.37335,18.64885,-0.000170893
QSO,19.08609,19.08938,19.15897,18.89034,18.92374,1.771199
GALAXY,18.76865,16.99078,16.10868,15.65633,15.32423,0.08468764
GALAXY,19.49669,18.03998,17.2567,16.82616,16.53289,0.08641179
GALAXY,19.1609,17.78336,17.01143,16.61149,16.32996,0.1280278
GALAXY,18.81871,18.68515,18.82673,18.94193,19.1008,0.2648574
STAR,18.97502,17.90048,17.51716,17.39698,17.33985,3.68E-05
GALAXY,18.4651,16.9632,16.15317,15.70835,15.37283,0.08365113
GALAXY,17.55195,15.62631,14.75249,14.35057,14.0335,0.03119965
STAR,19.14099,18.20092,17.92104,17.84542,17.78993,0.000449346
GALAXY,16.45963,15.63514,15.30915,15.08962,14.90842,0.03752311
GALAXY,16.79147,15.65916,15.21477,14.98608,14.8369,0.03709651
GALAXY,19.44808,18.07089,17.4257,17.06341,16.94968,0.1451204
GALAXY,19.50963,17.42964,16.28796,15.83125,15.4843,0.1476404
GALAXY,18.36624,16.74603,15.8965,15.51281,15.22779,0.09741216
GALAXY,19.34844,18.17183,17.56538,17.1681,16.95675,0.08456986
GALAXY,19.50177,17.57112,16.58219,16.14822,15.824,0.09535558
QSO,18.47954,18.32226,18.34056,18.16334,18.21945,1.723522
GALAXY,19.48564,18.40632,17.78021,17.40439,17.17757,0.1886292
GALAXY,18.64974,16.60048,15.59794,15.18293,14.81871,0.0986044
GALAXY,18.76308,17.14008,16.31555,15.90917,15.61829,0.09677505
GALAXY,19.09992,17.19534,16.2437,15.81447,15.48754,0.09610542
GALAXY,18.81538,17.45619,16.8261,16.42187,16.15619,0.09687082
STAR,18.37194,16.43596,15.51614,15.06265,14.75283,-0.000124436
GALAXY,18.68258,17.28132,16.49697,16.07323,15.75502,0.1032165
GALAXY,18.95156,17.7361,17.19167,16.8622,16.6468,0.09771383
STAR,18.70457,17.78596,17.50058,17.39194,17.35751,0.000555929
GALAXY,19.3174,17.35919,16.42443,15.98961,15.66406,0.09621323
GALAXY,17.77552,16.06083,15.37059,15.02544,14.79094,0.03748369
GALAXY,18.96651,17.5751,16.89927,16.53996,16.28453,0.08860564
GALAXY,19.2083,17.45006,16.64809,16.26727,15.96527,0.03898491
GALAXY,19.45954,18.12787,17.55036,17.20251,16.98372,0.08509754
GALAXY,18.92913,17.49515,16.87735,16.56174,16.37619,0.03795014
GALAXY,18.83621,17.06037,16.24235,15.83737,15.56033,0.04660117
GALAXY,18.17829,16.20338,15.24423,14.78544,14.42674,0.08870976
GALAXY,17.51768,15.3072,14.28938,13.84132,13.49325,0.08582446
GALAXY,19.05283,17.0855,16.14184,15.72749,15.39067,0.08167344
GALAXY,19.31444,17.28304,16.34906,15.9247,15.62034,0.0856043
STAR,19.27824,18.43648,18.13632,18.01538,17.98311,-0.000356608
GALAXY,18.81835,16.92881,16.01003,15.60394,15.28167,0.08459571
GALAXY,18.8962,16.92805,15.96817,15.5364,15.19162,0.08425326
GALAXY,18.61476,16.82847,15.86708,15.40661,15.02768,0.08712647
GALAXY,19.51884,17.69762,16.85454,16.46291,16.18648,0.08657005
GALAXY,18.77087,16.96718,16.04727,15.6173,15.27993,0.08726029
GALAXY,19.05558,17.53906,17.29121,16.76685,16.39926,0.03804972
QSO,18.72993,17.81565,17.31234,16.84358,16.77865,0.09439446
GALAXY,19.57368,17.58176,16.57175,16.06547,15.66514,0.08758844
GALAXY,19.15443,17.95387,17.26297,16.85501,16.56251,0.1296739
GALAXY,19.4331,18.00735,17.13138,16.67826,16.40356,0.1631478
GALAXY,18.97496,17.74271,17.21593,16.90217,16.84168,0.03853632
GALAXY,19.49543,17.61883,16.71208,16.29839,15.97332,0.08446128
GALAXY,19.52382,17.78293,16.72569,16.26358,15.93838,0.1631267
GALAXY,18.08484,17.08117,16.76986,16.49814,16.42142,0.04639131
GALAXY,18.67561,17.84811,17.64513,17.36622,17.36781,0.0632283
STAR,19.55704,18.26113,17.68119,17.4512,17.30745,-0.000436488
STAR,18.37543,16.40597,15.61085,15.33451,15.20128,-0.000236956
STAR,18.92172,17.54667,17.06709,16.87935,16.81378,-0.000476022
QSO,18.37021,17.98825,17.88588,17.91847,17.77834,0.7686646
GALAXY,19.10523,17.62688,16.82174,16.4338,16.14017,0.1166158
GALAXY,18.65417,17.13189,16.1798,15.73889,15.40084,0.1542939
GALAXY,19.52203,17.68594,16.73352,16.3466,16.03338,0.1541722
GALAXY,18.36537,16.34804,15.38215,14.87129,14.42236,0.05264299
GALAXY,18.78801,17.24102,16.49775,16.09626,15.73831,0.0494618
GALAXY,18.92181,17.3422,16.46107,16.00564,15.66032,0.1176077
GALAXY,17.8359,17.24947,17.41968,17.20375,17.31092,0.04892339
GALAXY,19.17007,17.91998,17.44583,17.12513,17.02967,0.1167446
GALAXY,19.31457,18.18904,17.63578,17.35308,17.17476,0.1200106
GALAXY,19.15857,18.1008,17.56367,17.25853,17.06281,0.1195385
GALAXY,19.23446,18.14108,17.59905,17.31223,17.13455,0.1192029
GALAXY,19.45347,17.58782,16.66571,16.25929,15.94838,0.08830087
STAR,19.34769,18.45171,18.2128,18.10501,18.08626,-0.000531453
STAR,18.07223,17.22937,16.9836,16.8995,16.85815,-0.00018183
STAR,18.07506,17.18504,16.82081,16.67946,16.62721,-0.000841294
QSO,19.09827,19.00105,19.03728,18.82096,18.81009,1.682114
STAR,18.86896,18.42886,18.71862,18.97929,19.05584,-3.91E-05
GALAXY,19.1616,17.33852,16.35506,15.93232,15.59979,0.1157973
STAR,17.63456,16.80253,16.53905,16.44617,16.44536,-0.001018929
GALAXY,19.36785,17.56621,16.63023,16.12561,15.72535,0.06005686
GALAXY,19.42726,17.94634,17.09915,16.64263,16.31046,0.1192088
STAR,17.68753,16.79714,16.52698,16.43245,16.4122,-0.000858402
GALAXY,18.72515,17.378,16.72772,16.36631,16.16373,0.106449
GALAXY,19.13782,18.21281,17.78972,17.51737,17.33399,0.154259
GALAXY,17.55794,16.11225,15.45361,14.93232,14.65752,0.06037728
GALAXY,17.23248,15.87104,15.31817,14.90718,14.57008,0.06089949
GALAXY,19.50247,17.81214,16.75815,16.28518,15.87291,0.1304156
GALAXY,18.73973,17.19148,16.31186,15.89451,15.59012,0.1195232
QSO,19.06426,19.01842,18.61965,18.54449,18.63809,1.177451
STAR,18.90212,18.01943,17.75334,17.6595,17.67067,-0.000974283
GALAXY,19.06177,17.52154,16.76494,16.31607,16.01051,0.05989297
GALAXY,19.13469,17.75537,17.0602,16.65866,16.38412,0.08571256
QSO,19.39253,19.26002,19.25236,18.9626,18.86169,1.797275
GALAXY,16.1551,15.2993,15.10979,15.02247,15.00543,0.001534278
STAR,17.91455,16.94787,16.67682,16.59072,16.54666,-0.000748126
GALAXY,17.44252,16.30148,15.84925,15.5115,15.29041,0.04670615
GALAXY,18.734,18.5895,18.64866,18.75876,18.87292,0.2118472
GALAXY,19.31898,17.99574,17.33982,16.91738,16.67706,0.09479971
GALAXY,19.36909,17.6016,16.67631,16.24531,15.90641,0.09507519
GALAXY,18.6008,16.80218,15.97478,15.58383,15.27732,0.06166155
GALAXY,18.52812,17.06691,16.37496,16.00078,15.75522,0.07970183
QSO,19.19349,19.09528,18.93106,18.98082,18.81657,0.9483194
GALAXY,19.58128,17.56133,16.55567,16.13891,15.76584,0.1094004
GALAXY,19.5999,17.75386,16.77506,16.37504,16.04082,0.115527
GALAXY,18.51454,16.51536,15.57081,15.14489,14.78371,0.08884813
GALAXY,19.42457,17.6649,16.7566,16.32211,15.97918,0.09221021
GALAXY,18.45356,17.06661,16.46738,16.11402,15.98683,0.0611181
GALAXY,19.3527,17.82206,16.87237,16.42537,16.13884,0.1697364
GALAXY,18.8952,17.66535,17.12782,16.78353,16.59278,0.1039713
GALAXY,18.63868,17.43261,16.98946,16.68218,16.48454,0.06182494
GALAXY,18.71119,17.76803,17.34127,16.97126,16.90463,0.1293187
GALAXY,19.02009,18.08086,17.56344,17.03533,16.96725,0.12965
GALAXY,18.61901,16.61898,15.62033,15.18127,14.82542,0.1058441
GALAXY,19.33906,17.45613,16.56289,16.17648,15.87277,0.09360863
GALAXY,19.31006,17.29539,16.38456,15.98082,15.66179,0.08045352
GALAXY,18.45649,16.48686,15.55374,15.12247,14.78707,0.0812907
GALAXY,19.4446,17.24888,16.31009,15.86001,15.50803,0.08131403
GALAXY,19.59481,17.67408,16.71508,16.27695,15.9529,0.08314862
GALAXY,19.2812,17.29331,16.38724,15.96547,15.65815,0.08259457
GALAXY,17.90764,16.43851,15.70643,15.31805,15.10162,0.07935075
GALAXY,18.19865,17.53902,17.19209,17.11394,17.54302,0.02790011
GALAXY,18.52855,17.39142,16.89078,16.53389,16.42027,0.1028625
GALAXY,19.52057,18.09818,17.27315,16.81555,16.53401,0.1311175
GALAXY,19.19133,18.12356,17.63039,17.36553,17.20291,0.1311088
QSO,19.25265,19.0317,18.18066,17.72458,17.23941,0.3468324
GALAXY,19.40052,17.2072,16.1978,15.74831,15.39223,0.1066079
GALAXY,18.6172,17.15067,16.45727,16.08787,15.86287,0.07900126
GALAXY,18.98021,16.95134,15.97384,15.54097,15.19317,0.1053846
GALAXY,18.43105,17.00706,16.23146,15.812,15.55765,0.1064613
GALAXY,18.21595,16.90528,16.36994,16.04569,15.87626,0.07966196
GALAXY,18.20819,16.61245,15.85456,15.46163,15.18405,0.06547583
GALAXY,19.29789,17.71426,16.69406,16.2393,15.86856,0.1264553
GALAXY,19.5297,17.54143,16.59352,16.12197,15.75371,0.1062235
GALAXY,19.02994,17.0587,16.11625,15.70683,15.35521,0.1046068
GALAXY,19.09119,16.95561,15.91525,15.46875,15.07641,0.106285
GALAXY,18.90262,16.97374,16.02564,15.5619,15.19376,0.1030969
GALAXY,18.86414,17.46571,16.78886,16.41907,16.17458,0.1060905
GALAXY,19.05578,18.12424,17.6486,17.19997,17.06827,0.1060675
STAR,19.19761,18.28376,18.05798,17.99835,18.03074,-0.000730397
GALAXY,18.97896,17.2708,16.37288,15.94834,15.58528,0.1163288
GALAXY,19.44497,17.91222,17.15697,16.73103,16.44029,0.06666122
GALAXY,18.64662,17.08143,16.361,15.91504,15.66913,0.06710907
QSO,19.33878,19.08282,18.99711,19.01756,18.83539,0.7757607
GALAXY,18.05735,16.64406,15.98853,15.53656,15.30931,0.06772278
GALAXY,17.43493,15.78397,14.99543,14.55477,14.25414,0.06765965
GALAXY,18.86165,17.74041,17.36911,17.12136,16.9805,0.05374301
GALAXY,19.26178,18.18067,17.58983,17.24617,16.9883,0.1001541
GALAXY,18.86715,17.37462,16.6295,16.22985,15.96728,0.1225896
GALAXY,17.76033,16.26974,15.7343,15.53528,15.46769,0
GALAXY,18.95181,17.92678,17.59843,17.49268,17.48002,0
GALAXY,18.96738,17.01737,16.07118,15.66049,15.32471,0.1005421
GALAXY,18.61599,16.87957,16.10916,15.73805,15.48015,0.06642489
GALAXY,19.33899,18.23333,17.79139,17.52311,17.39016,0.06584392
STAR,19.35408,18.33679,18.17522,18.1244,18.14156,0.000248121
GALAXY,19.08201,17.86868,17.34591,17.00842,16.81712,0.09183584
GALAXY,19.23847,17.75489,17.00267,16.61804,16.36191,0.1072695
STAR,17.57919,16.67318,16.3929,16.29765,16.27276,0.000567544
GALAXY,19.51468,17.85327,16.92754,16.45967,16.10173,0.0940349
STAR,18.64503,17.33181,16.76997,16.55384,16.42325,0.00064878
STAR,16.89475,15.39389,14.82542,14.64459,14.56971,-6.92E-06
STAR,18.97316,17.75297,17.27459,17.10287,17.0157,5.92E-05
GALAXY,18.80065,16.74869,15.7952,15.35613,15.00455,0.07587268
GALAXY,18.80122,17.76783,17.26576,16.85067,16.67741,0.1303047
GALAXY,18.21847,16.72367,16.05707,15.68305,15.39797,0.03936305
QSO,19.59926,19.38669,19.3069,19.09993,19.0905,1.58302
STAR,19.36761,17.52439,16.83934,16.60497,16.47103,0.000484707
STAR,18.84484,17.04806,16.37761,16.15119,16.04189,-2.04E-06
STAR,18.4004,17.49611,17.13752,16.99917,16.94742,0.001314895
QSO,18.93448,18.75524,18.64676,18.60571,18.70169,1.402015
STAR,17.29961,15.8968,15.32614,15.09592,14.97849,0.000380423
STAR,18.43879,17.39366,16.93598,16.74986,16.67132,5.07E-05
STAR,18.14244,16.99737,16.50883,16.29295,16.18737,-0.000221831
STAR,18.7391,17.2118,16.63651,16.43645,16.33041,-6.50E-05
GALAXY,17.34568,15.70966,14.96397,14.51571,14.18295,0.04037981
GALAXY,18.74168,16.9299,16.08313,15.62422,15.2639,0.03976493
GALAXY,16.51262,14.9006,14.14002,13.76013,13.4357,0.04061377
STAR,18.91728,17.48948,16.91518,16.72553,16.62373,0.000108917
STAR,16.76176,15.80448,15.50585,15.40199,15.38865,0.00056074
GALAXY,16.5248,14.57077,13.71999,13.29917,13.00643,0.03866832
GALAXY,19.41584,17.68332,16.961,16.61206,16.31209,0.03917246
GALAXY,17.19589,15.48732,14.68864,14.29015,13.99791,0.03968886
STAR,19.59301,18.23911,17.68675,17.47844,17.3539,8.11E-05
GALAXY,18.83524,17.16768,16.47272,16.13477,15.87662,0.0385818
GALAXY,19.15397,17.58819,16.80599,16.41118,16.09115,0.03888225
STAR,19.55967,18.73532,18.43849,18.28301,18.20656,0.000144687
GALAXY,16.40243,14.43139,13.53993,13.10149,12.76471,0.03899863
GALAXY,18.44975,16.52571,15.64857,15.21284,14.87298,0.04032925
STAR,18.81513,17.29795,16.72216,16.53823,16.44286,-0.000159026
GALAXY,17.62444,15.80715,14.90921,14.4454,14.06298,0.03764759
GALAXY,18.66118,17.48802,16.99697,16.74019,16.57185,0.03750507
GALAXY,19.50011,17.44882,16.35493,15.89395,15.53282,0.1255462
GALAXY,18.74853,17.00836,16.15948,15.77301,15.46926,0.04049346
GALAXY,17.47535,15.81039,14.97389,14.57337,14.23697,0.03942392
STAR,18.45717,17.57843,17.2732,17.16578,17.13143,0.000406512
GALAXY,18.52429,17.31389,16.68436,16.33528,16.08557,0.03842232
GALAXY,19.07809,17.57606,16.75495,16.34189,16.01859,0.09485572
STAR,18.95012,17.43153,16.83633,16.64583,16.53335,0.000253738
STAR,17.63503,16.40595,15.88354,15.65654,15.54669,0.000974705
STAR,19.2142,18.03002,17.46448,17.24484,17.11058,0.00050216
GALAXY,17.05348,15.4344,14.65117,14.23019,13.88107,0.03789995
STAR,15.96937,14.89602,14.57454,14.4571,14.43392,0.000116205
GALAXY,19.32757,17.71438,16.8847,16.4044,16.04116,0.09521044
STAR,16.35364,15.22937,14.91896,14.82719,14.79882,-3.02E-05
STAR,18.19686,16.65937,16.02999,15.76828,15.60928,-8.92E-05
GALAXY,17.48141,15.85449,15.00896,14.55561,14.17013,0.05419857
STAR,19.33779,18.32987,17.9342,17.82492,17.73175,-0.000773648
STAR,18.07351,16.36459,15.69629,15.42951,15.31069,7.82E-06
GALAXY,19.15934,17.60804,16.74006,16.26967,15.91933,0.1259424
GALAXY,19.17957,17.87718,17.26875,16.91997,16.68268,0.1007396
STAR,17.9526,16.82908,16.38419,16.18941,16.09938,-0.00078831
STAR,18.21976,16.85855,16.23773,15.98722,15.87049,0.000162133
STAR,19.19656,17.60903,16.98724,16.76803,16.67536,-0.00020895
STAR,17.58284,16.52088,16.05958,15.85996,15.77811,-0.000142827
STAR,18.91481,17.9607,17.4983,17.31782,17.22529,-0.000495047
STAR,19.33332,17.50382,16.71684,16.39846,16.21247,-9.28E-05
STAR,17.67637,16.09815,15.4978,15.24915,15.15184,-0.000132547
STAR,18.55122,17.54255,17.11456,16.89903,16.8186,-0.000192149
STAR,18.12758,16.89795,16.43773,16.25557,16.17196,-0.000103902
STAR,18.8229,17.33504,16.74172,16.51108,16.41122,-3.41E-05
STAR,18.30509,17.29363,16.82647,16.6155,16.51789,-0.000545879
STAR,19.57267,18.23483,17.53568,17.21699,17.03048,0.000461745
STAR,18.98681,17.85624,17.32113,17.10887,16.95141,-5.58E-05
STAR,18.98071,17.4156,16.81911,16.5996,16.51187,-0.000316018
STAR,18.20846,16.93121,16.4894,16.33956,16.30326,-0.000197277
STAR,19.22074,17.84007,17.24499,17.01759,16.86466,-8.66E-05
STAR,19.02702,17.42542,16.75689,16.49556,16.34203,-5.34E-05
STAR,19.28437,18.12792,17.94763,17.9182,17.92604,-0.000593966
STAR,18.61407,17.03629,16.42711,16.21652,16.08782,2.74E-05
STAR,18.39363,16.78923,16.16103,15.93085,15.79342,-4.43E-05
STAR,18.56878,16.15646,15.08019,14.67877,14.4459,-0.000138836
STAR,17.11255,16.1339,15.74767,15.58502,15.51934,-0.000517481
STAR,18.25654,17.0337,16.61035,16.45877,16.41164,-5.15E-05
STAR,18.85193,17.94322,17.65597,17.53567,17.47727,-0.000606563
STAR,19.13798,17.76776,17.18317,16.94868,16.84251,-0.000358707
STAR,17.90613,16.62665,16.57084,16.56153,16.58647,-0.000502325
STAR,18.6215,17.46987,17.08792,16.92974,16.86861,-0.000355214
STAR,19.45354,17.12985,16.24957,15.95449,15.80362,-8.44E-05
GALAXY,19.53999,18.18734,17.62157,17.31251,17.11162,0.06027064
GALAXY,18.88664,17.31896,16.5007,16.06007,15.70872,0.04039943
GALAXY,18.13381,16.1224,15.14259,14.69814,14.32709,0.07772473
GALAXY,18.83467,16.82727,15.90514,15.48458,15.13647,0.05621286
GALAXY,16.7137,15.32079,14.7352,14.43013,14.19291,0.01824617
GALAXY,19.07212,17.95339,17.61384,17.34727,17.1679,0.03035498
GALAXY,18.37369,17.31451,16.9213,16.71529,16.53333,0.03047373
STAR,19.58457,18.41887,18.54429,18.68548,18.7817,-0.000228003
GALAXY,19.41546,18.12671,17.48221,17.16057,16.90953,0.07739966
GALAXY,18.83069,17.67462,17.1957,16.83971,16.66033,0.09851056
GALAXY,18.33657,17.43784,17.10822,16.85142,16.7345,0.0766451
GALAXY,18.51769,17.3227,16.75246,16.4107,16.14631,0.03165198
GALAXY,17.02305,15.93355,15.50228,15.24306,15.0827,0.03026359
QSO,18.76566,18.57367,18.46503,18.25207,18.20963,1.728221
STAR,18.74413,17.53582,17.05181,16.86204,16.75598,-0.000177306
STAR,19.32653,17.97773,18.082,18.19015,18.24074,-0.000243386
QSO,19.10411,18.89124,18.66361,18.65548,18.68483,1.122532
GALAXY,17.90361,16.86369,16.03783,15.62608,15.3802,0.04563642
STAR,19.44324,18.13936,17.59724,17.42039,17.31074,-0.000169277
STAR,18.01439,17.01884,16.68544,16.55274,16.50122,-0.000319656
GALAXY,19.49106,17.53793,16.60372,16.16138,15.80394,0.04603161
GALAXY,19.06009,17.3177,16.42234,15.99022,15.65679,0.04561796
GALAXY,19.29932,17.40602,16.44753,16.00617,15.61255,0.04429447
GALAXY,19.01298,17.66614,17.16999,16.82669,16.5809,0.04351588
GALAXY,19.09172,17.94827,17.38349,16.82967,16.67613,0.07371953
GALAXY,19.32956,17.98726,17.33201,16.94816,16.72114,0.09192926
GALAXY,19.39668,18.06811,17.4741,17.11304,16.90632,0.04644161
GALAXY,18.59915,17.14246,16.43404,16.03774,15.72485,0.0541275
GALAXY,19.37716,18.27439,17.79255,17.50239,17.31034,0.0468028
GALAXY,18.98281,17.3546,16.58589,16.07732,15.81435,0.09685767
QSO,19.36602,19.02429,18.75838,18.56195,18.51947,1.437831
GALAXY,18.84479,17.43078,16.69576,16.25964,15.92314,0.0471938
GALAXY,18.74412,17.29804,16.58423,16.20544,15.89407,0.04744472
GALAXY,19.47715,18.09879,17.35394,16.90334,16.60784,0.09708049
GALAXY,19.37014,17.94086,17.154,16.74367,16.42825,0.137445
GALAXY,18.64591,17.3633,16.641,16.16864,15.84108,0.04820611
GALAXY,19.26312,17.34657,16.42738,15.98644,15.61321,0.04768572
STAR,18.7627,17.79396,17.48464,17.22489,16.90054,-0.000188027
GALAXY,18.61069,17.29501,16.55954,16.12023,15.82807,0.1018544
STAR,19.20693,17.74709,16.95648,16.59489,16.38107,-0.000157585
GALAXY,19.21201,17.17025,16.3371,15.80139,15.61702,0.09172917
